Volatility 3 Framework 2.0.0

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
412	lsass.exe	0x8593f8c0	0x8c4	Semaphore	0x100003	
412	lsass.exe	0x8593f878	0x8c8	Semaphore	0x100003	
412	lsass.exe	0x85d8cf40	0x8cc	Semaphore	0x100003	
412	lsass.exe	0x85d8cef8	0x8d0	Semaphore	0x100003	
412	lsass.exe	0x85577910	0x8d4	Semaphore	0x100003	
412	lsass.exe	0x855778c8	0x8d8	Semaphore	0x100003	
412	lsass.exe	0x85137e98	0x8dc	Semaphore	0x100003	
412	lsass.exe	0x85137e50	0x8e0	Semaphore	0x100003	
412	lsass.exe	0x85d8cb50	0x8e4	Semaphore	0x100003	
412	lsass.exe	0x85d8cb08	0x8e8	Semaphore	0x100003	
412	lsass.exe	0x85137360	0x8ec	Semaphore	0x100003	
412	lsass.exe	0x85137318	0x8f0	Semaphore	0x100003	
412	lsass.exe	0x85bb2ba8	0x8f4	Semaphore	0x100003	
412	lsass.exe	0x85bb2b60	0x8f8	Semaphore	0x100003	
412	lsass.exe	0x85bff478	0x8fc	Semaphore	0x100003	
412	lsass.exe	0x85bff430	0x900	Semaphore	0x100003	
412	lsass.exe	0x85a7e7f8	0x904	Semaphore	0x100003	
412	lsass.exe	0x85a7e7b0	0x908	Semaphore	0x100003	
412	lsass.exe	0x85c05d08	0x90c	Semaphore	0x100003	
412	lsass.exe	0x85c05cc0	0x910	Semaphore	0x100003	
412	lsass.exe	0x85b8a918	0x914	Semaphore	0x100003	
412	lsass.exe	0x85b8a8d0	0x918	Semaphore	0x100003	
412	lsass.exe	0x85b8a888	0x91c	Semaphore	0x100003	
412	lsass.exe	0x85b8a840	0x920	Semaphore	0x100003	
412	lsass.exe	0x85b8a7f8	0x924	Semaphore	0x100003	
412	lsass.exe	0x85b8a7b0	0x928	Semaphore	0x100003	
412	lsass.exe	0x85b8a768	0x92c	Semaphore	0x100003	
412	lsass.exe	0x85b8a720	0x930	Semaphore	0x100003	
412	lsass.exe	0x85b8a6d8	0x934	Semaphore	0x100003	
412	lsass.exe	0x85b21808	0x938	Event	0x1f0003	
412	lsass.exe	0x85b21808	0x93c	Event	0x1f0003	
412	lsass.exe	0x85b58868	0x940	Event	0x1f0003	
412	lsass.exe	0x85c04538	0x944	ALPC Port	0x1f0001	
412	lsass.exe	0x85137d20	0x948	EtwRegistration	0x804	
412	lsass.exe	0xa7baa030	0x94c	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\SERVICES\CRYPT32
412	lsass.exe	0x921ff398	0x950	Event	0x1f0003	
412	lsass.exe	0x8597f650	0x954	Event	0x1f0003	
412	lsass.exe	0xa2f088f0	0x958	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\MY
412	lsass.exe	0x85c05a60	0x95c	Event	0x1f0003	
412	lsass.exe	0x85c05a20	0x960	Event	0x1f0003	
412	lsass.exe	0x8597f650	0x964	Event	0x1f0003	
412	lsass.exe	0x85a7e8b8	0x968	Semaphore	0x100003	
412	lsass.exe	0x85bff4f8	0x96c	Event	0x1f0003	
412	lsass.exe	0x85bee2c8	0x970	Semaphore	0x100003	
412	lsass.exe	0x85bff538	0x974	Semaphore	0x100003	
412	lsass.exe	0x8571fd28	0x978	Process	0x1478	lsass.exe Pid 412
412	lsass.exe	0x85a7e870	0x97c	Semaphore	0x100003	
412	lsass.exe	0x85c7c038	0x984	ALPC Port	0x1f0001	
412	lsass.exe	0x85bba430	0x988	ALPC Port	0x1f0001	
412	lsass.exe	0x85c42a78	0x98c	File	0x12019f	\Device\NamedPipe\lsass
412	lsass.exe	0x85c39f80	0x990	File	0x12019f	\Device\NamedPipe\lsass
412	lsass.exe	0x85c3abe0	0x99c	Semaphore	0x100003	
412	lsass.exe	0x85c2b8b8	0x9a0	ALPC Port	0x1f0001	
412	lsass.exe	0x8597d700	0x9a8	Semaphore	0x100003	
412	lsass.exe	0x8597d6b8	0x9ac	Semaphore	0x100003	
412	lsass.exe	0x8592d4c8	0x9b0	Semaphore	0x100003	
412	lsass.exe	0xa7bf0a60	0x9b4	Token	0xf01ff	
412	lsass.exe	0x85c2d4f0	0x9b8	Semaphore	0x100003	
412	lsass.exe	0x85820888	0x9bc	Semaphore	0x100003	
412	lsass.exe	0xa5a4ec50	0x9c0	Token	0xf01ff	
412	lsass.exe	0x85c63d10	0x9c4	ALPC Port	0x1f0001	
412	lsass.exe	0xa5a2e520	0x9c8	Token	0xf01ff	
412	lsass.exe	0x85c2b578	0x9cc	Semaphore	0x100003	
412	lsass.exe	0x85c3b038	0x9d0	ALPC Port	0x1f0001	
412	lsass.exe	0x85b65248	0x9d4	Semaphore	0x100003	
412	lsass.exe	0x86793728	0x9d8	Process	0x1478	lsass.exe Pid 2416
412	lsass.exe	0x85b42278	0x9dc	File	0x100001	\Device\HarddiskVolume1\Users\Santa\AppData\Local\Microsoft\Credentials
412	lsass.exe	0x85c3cf80	0x9e0	File	0x100001	\Device\HarddiskVolume1\Users\Santa\AppData\Roaming\Microsoft\Credentials
412	lsass.exe	0x85c56f00	0x9e8	ALPC Port	0x1f0001	
412	lsass.exe	0x85c72dc8	0x9ec	ALPC Port	0x1f0001	
412	lsass.exe	0x85c845e8	0x9f0	File	0x12019f	\Device\NamedPipe\lsass
412	lsass.exe	0x85c82b90	0x9f4	ALPC Port	0x1f0001	
412	lsass.exe	0x85c65d40	0x9f8	Semaphore	0x100003	
412	lsass.exe	0x85c75ee0	0x9fc	Semaphore	0x100003	
412	lsass.exe	0x85c60ab8	0xa00	Process	0x1478	lsass.exe Pid 2676
412	lsass.exe	0x85c845a0	0xa04	Event	0x1f0003	
412	lsass.exe	0x85cd4210	0xa08	Semaphore	0x100003	
412	lsass.exe	0x85c9fdc8	0xa0c	ALPC Port	0x1f0001	
412	lsass.exe	0x85c9cdc8	0xa10	ALPC Port	0x1f0001	
412	lsass.exe	0x85cb2408	0xa14	ALPC Port	0x1f0001	
412	lsass.exe	0x85cb4038	0xa18	ALPC Port	0x1f0001	
412	lsass.exe	0x85cbc280	0xa1c	Event	0x1f0003	
412	lsass.exe	0x85cb91b8	0xa20	File	0x12019f	\Device\NamedPipe\lsass
412	lsass.exe	0x911ff9d8	0xa24	Semaphore	0x100003	
412	lsass.exe	0x911ffeb0	0xa28	Semaphore	0x100003	
412	lsass.exe	0x85c8c830	0xa2c	Process	0x1478	lsass.exe Pid 2796
412	lsass.exe	0x85cdf168	0xa30	Semaphore	0x100003	
412	lsass.exe	0x85c52258	0xa34	Process	0x1478	lsass.exe Pid 2612
412	lsass.exe	0x85b5c458	0xa38	ALPC Port	0x1f0001	
412	lsass.exe	0x85ce2908	0xa3c	File	0x12019f	\Device\NamedPipe\lsass
412	lsass.exe	0x85be1aa0	0xa40	Event	0x1f0003	
412	lsass.exe	0x85c8ac70	0xa44	ALPC Port	0x1f0001	
420	lsm.exe	0x88be7a88	0x4	Directory	0x3	KnownDlls
420	lsm.exe	0x85056ef0	0x8	File	0x100020	\Device\HarddiskVolume1\Windows\System32
420	lsm.exe	0x896c48d0	0xc	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\VERSIONS
420	lsm.exe	0x857f8e40	0x10	EtwRegistration	0x804	
420	lsm.exe	0x85065200	0x14	ALPC Port	0x1f0001	
420	lsm.exe	0x857cfa88	0x18	Semaphore	0x100003	
420	lsm.exe	0x857c83b0	0x1c	Semaphore	0x100003	
420	lsm.exe	0x857fe320	0x20	EtwRegistration	0x804	
420	lsm.exe	0x857fe2a8	0x24	EtwRegistration	0x804	
420	lsm.exe	0xa16e55c8	0x28	Key	0xf003f	MACHINE
420	lsm.exe	0x9627d1f0	0x2c	Directory	0xf	BaseNamedObjects
420	lsm.exe	0x857cee08	0x30	Semaphore	0x100003	
420	lsm.exe	0x857d0500	0x34	Semaphore	0x100003	
420	lsm.exe	0x857d0158	0x38	Semaphore	0x100003	
420	lsm.exe	0x857d24a0	0x3c	Semaphore	0x100003	
420	lsm.exe	0xa1d11fd0	0x40	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER
420	lsm.exe	0x85836318	0x44	Event	0x1f0003	
420	lsm.exe	0x85873b20	0x48	Event	0x1f0003	
420	lsm.exe	0x85871168	0x4c	Event	0x1f0003	
420	lsm.exe	0x85881440	0x50	EtwRegistration	0x804	
420	lsm.exe	0x858817a8	0x54	EtwRegistration	0x804	
420	lsm.exe	0x8587cca0	0x58	Event	0x1f0003	
420	lsm.exe	0x8571e4b0	0x5c	Thread	0x1fffff	Tid 424 Pid 420
420	lsm.exe	0x85880a28	0x60	ALPC Port	0x1f0001	
420	lsm.exe	0xa173e908	0x64	KeyedEvent	0xf0003	
420	lsm.exe	0x8580acc0	0x68	IoCompletion	0x1f0003	
420	lsm.exe	0x857f2948	0x6c	TpWorkerFactory	0xf00ff	
420	lsm.exe	0x857fb8b0	0x70	Timer	0x100002	
420	lsm.exe	0x85805df8	0x74	Timer	0x1f0003	
420	lsm.exe	0x8580c648	0x78	Thread	0x1fffff	Tid 584 Pid 420
420	lsm.exe	0x8580c648	0x7c	Thread	0x1fffff	Tid 584 Pid 420
420	lsm.exe	0x85056378	0x80	Timer	0x100002	
420	lsm.exe	0x84fb0d38	0x84	File	0x100001	\Device\KsecDD
420	lsm.exe	0x858c1c28	0x88	Semaphore	0x100003	
420	lsm.exe	0x857fb870	0x8c	Event	0x1f0003	
420	lsm.exe	0x858c1c70	0x90	Event	0x1f0003	
420	lsm.exe	0x858c0c38	0x94	Thread	0x1fffff	Tid 756 Pid 420
420	lsm.exe	0x858c1be0	0x98	Semaphore	0x100003	
420	lsm.exe	0x858c1b98	0x9c	Semaphore	0x100003	
420	lsm.exe	0x858c1890	0xa0	Semaphore	0x100003	
420	lsm.exe	0x858c1848	0xa4	Semaphore	0x100003	
420	lsm.exe	0x858c1800	0xa8	Semaphore	0x100003	
420	lsm.exe	0x858c17b8	0xac	Semaphore	0x100003	
420	lsm.exe	0x858c1770	0xb0	Semaphore	0x100003	
420	lsm.exe	0x858c1728	0xb4	Semaphore	0x100003	
420	lsm.exe	0x858c16e0	0xb8	Semaphore	0x100003	
420	lsm.exe	0x858c5138	0xbc	EtwRegistration	0x804	
420	lsm.exe	0x858c50e8	0xc0	Semaphore	0x100003	
420	lsm.exe	0x858c34b8	0xc4	File	0x1	\Device\PcwDrv
420	lsm.exe	0xa20a4a70	0xc8	PcwObject	0x3	
420	lsm.exe	0x858c1698	0xcc	Semaphore	0x100003	
420	lsm.exe	0x858c37a8	0xd0	Semaphore	0x100003	
420	lsm.exe	0x858c3e10	0xd4	Semaphore	0x100003	
420	lsm.exe	0x858c42f8	0xd8	Semaphore	0x100003	
420	lsm.exe	0x858c42b0	0xdc	Semaphore	0x100003	
420	lsm.exe	0x858c3468	0xe0	Semaphore	0x100003	
420	lsm.exe	0x858c3420	0xe4	Semaphore	0x100003	
420	lsm.exe	0x858c33d8	0xe8	Semaphore	0x100003	
420	lsm.exe	0x858c3390	0xec	Semaphore	0x100003	
420	lsm.exe	0x858c3348	0xf0	Semaphore	0x100003	
420	lsm.exe	0x858c3300	0xf4	Semaphore	0x100003	
420	lsm.exe	0x858c32b8	0xf8	Semaphore	0x100003	
420	lsm.exe	0x858c5958	0xfc	Semaphore	0x100003	
420	lsm.exe	0x858c5910	0x100	Semaphore	0x100003	
420	lsm.exe	0x858c58c8	0x104	Semaphore	0x100003	
420	lsm.exe	0x858c5798	0x108	ALPC Port	0x1f0001	
420	lsm.exe	0x858c4f00	0x10c	ALPC Port	0x1f0001	SmSsWinStationApiPort
420	lsm.exe	0x8504c750	0x110	Process	0x100000	lsm.exe Pid 352
420	lsm.exe	0x856dbb00	0x114	Process	0x101440	lsm.exe Pid 312
420	lsm.exe	0x858c5610	0x118	Semaphore	0x100003	
420	lsm.exe	0x858c4ea0	0x11c	Semaphore	0x100003	
420	lsm.exe	0x856dbb00	0x120	Process	0x101440	lsm.exe Pid 312
420	lsm.exe	0x8504c750	0x124	Process	0x100000	lsm.exe Pid 352
420	lsm.exe	0x8567b780	0x128	Session	0x20003	Session0
420	lsm.exe	0x858c4d70	0x12c	Semaphore	0x100003	
420	lsm.exe	0x858c4d28	0x130	Semaphore	0x100003	
420	lsm.exe	0x858c4ce0	0x134	Semaphore	0x100003	
420	lsm.exe	0x858c4c98	0x138	Semaphore	0x100003	
420	lsm.exe	0x858c4c50	0x13c	Semaphore	0x100003	
420	lsm.exe	0x858c4c08	0x140	Semaphore	0x100003	
420	lsm.exe	0x858c4bc0	0x144	Semaphore	0x100003	
420	lsm.exe	0x858c4b78	0x148	Semaphore	0x100003	
420	lsm.exe	0x858c4b30	0x14c	Semaphore	0x100003	
420	lsm.exe	0x858c4ae8	0x150	Semaphore	0x100003	
420	lsm.exe	0x85875260	0x154	Process	0x100000	lsm.exe Pid 496
420	lsm.exe	0x84f54818	0x158	Process	0x101440	lsm.exe Pid 364
420	lsm.exe	0x858c4a20	0x15c	Semaphore	0x100003	
420	lsm.exe	0x858c49d8	0x160	Semaphore	0x100003	
420	lsm.exe	0x84f54818	0x164	Process	0x101440	lsm.exe Pid 364
420	lsm.exe	0x85875260	0x168	Process	0x100000	lsm.exe Pid 496
420	lsm.exe	0x84f53ca0	0x16c	Session	0x20003	Session1
420	lsm.exe	0x858c4848	0x170	Semaphore	0x100003	
420	lsm.exe	0x858c4800	0x174	Semaphore	0x100003	
420	lsm.exe	0x858c4738	0x178	Semaphore	0x100003	
420	lsm.exe	0x858c46f0	0x17c	Semaphore	0x100003	
420	lsm.exe	0x858b93d0	0x180	Event	0x1f0003	
420	lsm.exe	0x858c7338	0x184	ALPC Port	0x1f0001	
420	lsm.exe	0x858c8b00	0x188	ALPC Port	0x1f0001	LRPC-d9541b871d5b0f3d62
420	lsm.exe	0x858c88b8	0x18c	ALPC Port	0x1f0001	LSMApi
420	lsm.exe	0x858c8528	0x190	Semaphore	0x100003	
420	lsm.exe	0x858c4aa0	0x194	Semaphore	0x100003	
420	lsm.exe	0x858ccf00	0x198	ALPC Port	0x1f0001	
420	lsm.exe	0x858c8390	0x19c	File	0x12019f	\Device\NamedPipe\LSM_API_service
420	lsm.exe	0x858c7038	0x1a0	File	0x12019f	\Device\NamedPipe\LSM_API_service
420	lsm.exe	0x858c4038	0x1a4	File	0x12019f	\Device\NamedPipe\LSM_API_service
420	lsm.exe	0x857094b0	0x1a8	Event	0x2	TermSrvReadyEvent
420	lsm.exe	0x858cdee0	0x1ac	Mutant	0x1f0001	
420	lsm.exe	0x858c40e8	0x1b0	Event	0x1f0003	
420	lsm.exe	0x858c7788	0x1b4	ALPC Port	0x1f0001	
420	lsm.exe	0x858c8668	0x1b8	ALPC Port	0x1f0001	
420	lsm.exe	0x858cc030	0x1bc	Thread	0x1fffff	Tid 780 Pid 420
420	lsm.exe	0x858cbf00	0x1c0	ALPC Port	0x1f0001	
420	lsm.exe	0x858d0568	0x1c4	Event	0x1f0003	
420	lsm.exe	0x858cda68	0x1c8	Thread	0x1fffff	Tid 804 Pid 420
420	lsm.exe	0x858cd208	0x1cc	Event	0x1f0003	
420	lsm.exe	0xa20a8a20	0x1d0	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\TERMINAL SERVER
420	lsm.exe	0xa20a89c0	0x1d4	Key	0x20019	MACHINE\SOFTWARE\POLICIES
420	lsm.exe	0xa20e5bb8	0x1d8	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\LSA\FIPSALGORITHMPOLICY
420	lsm.exe	0xa20a8090	0x1dc	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\TERMINAL SERVER\WINSTATIONS
420	lsm.exe	0x858d0528	0x1e0	Event	0x1f0003	
420	lsm.exe	0x858d04e8	0x1e4	Event	0x1f0003	
420	lsm.exe	0x858d04a8	0x1e8	Event	0x1f0003	
420	lsm.exe	0x858cf6b8	0x1ec	Event	0x1f0003	
420	lsm.exe	0x858cf678	0x1f0	Event	0x1f0003	
420	lsm.exe	0x858742d0	0x1f4	Event	0x1f0003	
420	lsm.exe	0x858d05f8	0x1f8	Thread	0x1fffff	Tid 808 Pid 420
420	lsm.exe	0x858cda68	0x1fc	Thread	0x10	Tid 804 Pid 420
420	lsm.exe	0x858f5cd8	0x200	ALPC Port	0x1f0001	
420	lsm.exe	0x857dec70	0x204	Event	0x1f0003	
420	lsm.exe	0x91bfe0d8	0x208	Semaphore	0x100003	
420	lsm.exe	0x85b847a0	0x20c	Semaphore	0x100003	
420	lsm.exe	0x8596d548	0x210	File	0x120089	\Device\HarddiskVolume1\Windows\System32\en-US\lsm.exe.mui
420	lsm.exe	0x858f4350	0x214	ALPC Port	0x1f0001	
420	lsm.exe	0x85901038	0x218	ALPC Port	0x1f0001	
420	lsm.exe	0x859166b8	0x21c	ALPC Port	0x1f0001	
420	lsm.exe	0x8591c720	0x220	ALPC Port	0x1f0001	
420	lsm.exe	0x85920518	0x224	ALPC Port	0x1f0001	
420	lsm.exe	0x858fd718	0x228	Event	0x1f0003	
420	lsm.exe	0x858cc3c8	0x22c	Thread	0x1fffff	Tid 792 Pid 420
420	lsm.exe	0x8596e660	0x230	ALPC Port	0x1f0001	
420	lsm.exe	0xa2b692c8	0x234	Token	0xf01ff	
420	lsm.exe	0x859515c0	0x238	ALPC Port	0x1f0001	
420	lsm.exe	0x85984f00	0x23c	ALPC Port	0x1f0001	
420	lsm.exe	0x85bde808	0x240	ALPC Port	0x1f0001	
420	lsm.exe	0x85988038	0x244	ALPC Port	0x1f0001	
420	lsm.exe	0x859dc1a0	0x248	Event	0x1f0003	
420	lsm.exe	0x858cbbd0	0x24c	Thread	0x1fffff	Tid 816 Pid 420
420	lsm.exe	0x859e3c18	0x250	ALPC Port	0x1f0001	
420	lsm.exe	0x859dbf38	0x254	Event	0x1f0003	
420	lsm.exe	0x8588b360	0x258	Semaphore	0x100003	
420	lsm.exe	0x858869f0	0x25c	Semaphore	0x100003	
420	lsm.exe	0x858433d8	0x260	Event	0x1f0003	
420	lsm.exe	0x859e5990	0x264	Thread	0x1fffff	Tid 1508 Pid 420
420	lsm.exe	0x85b0ef00	0x268	ALPC Port	0x1f0001	
420	lsm.exe	0x85806c40	0x26c	ALPC Port	0x1f0001	
420	lsm.exe	0x86793728	0x270	Process	0x100000	lsm.exe Pid 2416
420	lsm.exe	0x84f8b468	0x274	Semaphore	0x100003	
420	lsm.exe	0x85813f80	0x278	Semaphore	0x100003	
420	lsm.exe	0x85815f80	0x27c	Semaphore	0x100003	
420	lsm.exe	0x858158c0	0x280	Semaphore	0x100003	
420	lsm.exe	0x85813c30	0x284	Semaphore	0x100003	
420	lsm.exe	0x8580c938	0x288	Semaphore	0x100003	
420	lsm.exe	0x85812eb8	0x28c	Semaphore	0x100003	
420	lsm.exe	0x85816360	0x290	Semaphore	0x100003	
420	lsm.exe	0x85815b48	0x294	Semaphore	0x100003	
420	lsm.exe	0x8581a648	0x298	Semaphore	0x100003	
420	lsm.exe	0x85838d28	0x29c	Process	0x101440	lsm.exe Pid 2388
420	lsm.exe	0x857eb3d8	0x2a0	Semaphore	0x100003	
420	lsm.exe	0x85820e10	0x2a4	Semaphore	0x100003	
420	lsm.exe	0x85838d28	0x2a8	Process	0x101440	lsm.exe Pid 2388
420	lsm.exe	0x86793728	0x2ac	Process	0x100000	lsm.exe Pid 2416
420	lsm.exe	0x85813108	0x2b0	Session	0x20003	Session2
420	lsm.exe	0x85836ab0	0x2b4	ALPC Port	0x1f0001	
420	lsm.exe	0x85bbb520	0x2b8	Thread	0x1fffff	Tid 2396 Pid 420
420	lsm.exe	0x85c05e20	0x2bc	Event	0x1f0003	
420	lsm.exe	0x85bbb3f0	0x2c0	ALPC Port	0x1f0001	
420	lsm.exe	0x85c991e8	0x2c4	Semaphore	0x100003	
420	lsm.exe	0x84f83ff0	0x2c8	Event	0x1f0003	
420	lsm.exe	0x8586feb8	0x2cc	Semaphore	0x100003	
420	lsm.exe	0x85b26e08	0x2d0	Semaphore	0x100003	
420	lsm.exe	0x85c71d68	0x2d4	ALPC Port	0x1f0001	
420	lsm.exe	0x85c295d0	0x2d8	ALPC Port	0x1f0001	
420	lsm.exe	0x85c61ad8	0x2dc	ALPC Port	0x1f0001	
420	lsm.exe	0x85c9f038	0x2e4	ALPC Port	0x1f0001	
420	lsm.exe	0xa5a30308	0x2e8	Token	0xf01ff	
420	lsm.exe	0x85c991a0	0x2ec	Semaphore	0x100003	
420	lsm.exe	0x85c9f380	0x2f0	Event	0x1f0003	
420	lsm.exe	0x85cdfc10	0x2f4	ALPC Port	0x1f0001	
496	winlogon.exe	0x88be7a88	0x4	Directory	0x3	KnownDlls
496	winlogon.exe	0x8587dab0	0x8	File	0x100020	\Device\HarddiskVolume1\Windows\System32
496	winlogon.exe	0xa1cda680	0xc	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\VERSIONS
496	winlogon.exe	0xa1d04400	0x10	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER
496	winlogon.exe	0x85875dd8	0x14	ALPC Port	0x1f0001	
496	winlogon.exe	0x8587db70	0x18	EtwRegistration	0x804	
496	winlogon.exe	0x8503c2f0	0x1c	Event	0x21f0003	
496	winlogon.exe	0x857094b0	0x20	Event	0x100000	TermSrvReadyEvent
496	winlogon.exe	0x962b9708	0x24	Key	0xf003f	MACHINE
496	winlogon.exe	0x8508e2b8	0x28	EtwRegistration	0x804	
496	winlogon.exe	0x8587eaf0	0x2c	EtwRegistration	0x804	
496	winlogon.exe	0x8587d558	0x30	EtwRegistration	0x804	
496	winlogon.exe	0x962bb9b0	0x34	Key	0xf003f	MACHINE\SOFTWARE\CLASSES
496	winlogon.exe	0x96279670	0x38	Directory	0xf	BaseNamedObjects
496	winlogon.exe	0x84fa1620	0x3c	Mutant	0x1f0001	
496	winlogon.exe	0x857a39c8	0x40	Event	0x1f0003	
496	winlogon.exe	0xa1d0c810	0x44	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\WINLOGON
496	winlogon.exe	0x8587f828	0x48	EtwRegistration	0x804	
496	winlogon.exe	0x857e9da0	0x4c	Event	0x1f0003	
496	winlogon.exe	0x85025cc8	0x50	Event	0x1f0003	
496	winlogon.exe	0x85822168	0x54	Event	0x1f0003	
496	winlogon.exe	0x8508e1c8	0x58	EtwRegistration	0x804	
496	winlogon.exe	0x8508e240	0x5c	EtwRegistration	0x804	
496	winlogon.exe	0x85822c08	0x60	Event	0x1f0003	
496	winlogon.exe	0x8587e030	0x64	Thread	0x1fffff	Tid 500 Pid 496
496	winlogon.exe	0x8587f048	0x68	ALPC Port	0x1f0001	WMsgKRpc064351
496	winlogon.exe	0xa1d10b98	0x6c	KeyedEvent	0xf0003	
496	winlogon.exe	0x8587f440	0x70	IoCompletion	0x1f0003	
496	winlogon.exe	0x8587f360	0x74	TpWorkerFactory	0xf00ff	
496	winlogon.exe	0x858296e8	0x78	Event	0x1f0003	
496	winlogon.exe	0x8587fd48	0x7c	Thread	0x1fffff	Tid 512 Pid 496
496	winlogon.exe	0x858805a0	0x80	ALPC Port	0x1f0001	
496	winlogon.exe	0x8587f7e0	0x84	Event	0x1f0003	
496	winlogon.exe	0x858806d0	0x88	Thread	0x1fffff	Tid 516 Pid 496
496	winlogon.exe	0x85884d80	0x8c	WindowStation	0xf037f	WinSta0
496	winlogon.exe	0x8580c048	0x90	Desktop	0xf01ff	Winlogon
496	winlogon.exe	0x85970290	0x94	File	0x120089	\Device\HarddiskVolume1\Windows\System32\en-US\user32.dll.mui
496	winlogon.exe	0x858813f8	0x98	Event	0x1f0003	
496	winlogon.exe	0x88be7d48	0x9c	Key	0x20019	USER\.DEFAULT\CONTROL PANEL\INTERNATIONAL
496	winlogon.exe	0x9611c460	0xa0	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE
496	winlogon.exe	0xa16fc580	0xa4	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE\ALTERNATE SORTS
496	winlogon.exe	0x897e8d70	0xa8	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LANGUAGE GROUPS
496	winlogon.exe	0x85884d80	0xac	WindowStation	0xf037f	WinSta0
496	winlogon.exe	0x8587aa88	0xb0	Desktop	0xf01ff	Disconnect
496	winlogon.exe	0x858095b0	0xb4	Desktop	0xf01ff	Default
496	winlogon.exe	0x858c4130	0xb8	ALPC Port	0x1f0001	
496	winlogon.exe	0x858c44f0	0xbc	Timer	0x100002	
496	winlogon.exe	0x858cb1c0	0xc0	Timer	0x1f0003	
496	winlogon.exe	0x858c7928	0xc4	Thread	0x1fffff	Tid 776 Pid 496
496	winlogon.exe	0x858c7928	0xc8	Thread	0x1fffff	Tid 776 Pid 496
496	winlogon.exe	0x858c5e30	0xcc	Timer	0x100002	
496	winlogon.exe	0x858a6bf8	0xd0	ALPC Port	0x1f0001	
496	winlogon.exe	0xa20e9a38	0xd4	Token	0xb	
496	winlogon.exe	0xa20e9cb8	0xd8	Token	0x2f	
496	winlogon.exe	0x8582de18	0xdc	Event	0x1f0003	
496	winlogon.exe	0x858f4c20	0xe0	Thread	0x1fffff	Tid 852 Pid 496
496	winlogon.exe	0x858d0a80	0xe4	Event	0x1f0003	
496	winlogon.exe	0x85befd10	0xe8	ALPC Port	0x1f0001	
496	winlogon.exe	0x858d0d38	0xec	ALPC Port	0x1f0001	
496	winlogon.exe	0x858d0950	0xf0	ALPC Port	0x1f0001	
496	winlogon.exe	0xa20e8858	0xf4	Key	0x8	USER\.DEFAULT\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION
496	winlogon.exe	0xa20e8778	0xf8	Key	0x8	MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\APPCOMPATFLAGS
496	winlogon.exe	0xa20e8718	0xfc	Key	0x9	MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\IMAGE FILE EXECUTION OPTIONS
496	winlogon.exe	0x8597e808	0x100	EtwRegistration	0x804	
496	winlogon.exe	0x858ed328	0x104	Event	0x1f0003	
496	winlogon.exe	0x8503b648	0x108	Event	0x1f0003	
496	winlogon.exe	0x8503b608	0x10c	Event	0x1f0003	
496	winlogon.exe	0x858ee838	0x110	Event	0x1f0003	
496	winlogon.exe	0x858ee7f8	0x114	Event	0x1f0003	
496	winlogon.exe	0x858ee7b8	0x118	Event	0x21f0003	
496	winlogon.exe	0x8581e0b0	0x11c	Event	0x100003	
496	winlogon.exe	0x96096f50	0x120	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\WINLOGON\NOTIFICATIONS\COMPONENTS\GPCLIENT
496	winlogon.exe	0x85898038	0x124	ALPC Port	0x1f0001	
496	winlogon.exe	0xa2b76948	0x128	Key	0xf003f	USER\S-1-5-21-1716914095-909560446-1177810406-1000
496	winlogon.exe	0xa16014a0	0x12c	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\WINLOGON\NOTIFICATIONS\COMPONENTS\PROFILES
496	winlogon.exe	0x96121d58	0x130	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\WINLOGON\NOTIFICATIONS\COMPONENTS\SENS
496	winlogon.exe	0x96186ba0	0x134	Key	0x1	MACHINE\SYSTEM\CONTROLSET001\CONTROL\WINLOGON\NOTIFICATIONS\COMPONENTS\SESSIONENV
